companion,gold_left,last_round,level,missions,placement,players_eliminated,puuid,riotIdGameName,riotIdTagline,time_eliminated,total_damage_to_players,traits,units,win,match_id,game_datetime,game_length,game_version,tft_set_number,tft_game_type,queue_id,skill_tree,top_4
"{'content_ID': 'b8786c5c-d469-461d-b2c9-2e8baaff0966', 'item_ID': 85001, 'skin_ID': 1, 'species': 'PetChibiLulu'}",5,38,9,{'PlayerScore2': 223},1,4,ethzz9CPOxpOifdcisDuLWp90_NBswy9p9-4FCgykFhaDTaBso1U3fThZLtQcACitZc276tVLhKEQA,OASIS,4376,2232.75,184,"[{'name': 'TFT16_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Ionia', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_KindredUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Noxus', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Rapidfire', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT16_ShyvanaUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Sorcerer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Targon', 'num_units': 1, 'style': 4, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_TheBoss', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}]","[{'character_id': 'TFT16_Shen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT16_Ahri', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT16_Taric', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Wukong', 'itemNames': ['TFT_Item_Redemption', 'TFT_Item_SpectralGauntlet', 'TFT_Item_FrozenHeart'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Yunara', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_TitansResolve', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 4, 'tier': 3}, {'character_id': 'TFT16_Swain', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Kindred', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_RapidFireCannon'], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT16_Shyvana', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT16_Sett', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 6, 'tier': 2}]",True,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,True
"{'content_ID': 'aa4e9432-f693-46cf-97f3-5ad087b1d47a', 'item_ID': 131002, 'skin_ID': 2, 'species': 'PetChihuahua'}",4,27,8,{'PlayerScore2': 81},6,1,xE4pW6V617aE3ylhHXufOxbcZ8QpKVNzFExxHL_eaYY2Ytod_LadqIMxkgBIBRB1wJDmNZDuuw2cvw,จอมมารTFT,NO1,1633.3699951171875,51,"[{'name': 'TFT16_Blacksmith', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Defender', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Freljord', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Invoker', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'TFT16_Magus', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'TFT16_Piltover', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'TFT16_Warden', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT16_Zaun', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT16_Vi', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_RedBuff', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Orianna', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT16_Sejuani', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_Redemption', 'TFT_Item_FrozenHeart'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT16_Loris', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_TitansResolve', 'TFT_Item_MadredsBloodrazor'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT16_Lissandra', 'itemNames': ['TFT_Item_Morellonomicon', 'TFT_Item_GuardianAngel', 'TFT4_Item_OrnnTheCollector'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Seraphine', 'itemNames': ['TFT_Item_StatikkShiv', 'TFT_Item_JeweledGauntlet', 'TFT_Item_Leviathan'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Braum', 'itemNames': ['TFT5_Item_RedemptionRadiant', 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Ornn', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_SpectralGauntlet', 'TFT_Item_Crownguard'], 'name': '', 'rarity': 6, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,False
"{'content_ID': 'f9f86fba-d6c0-42e6-afe6-a09f44e21504', 'item_ID': 51003, 'skin_ID': 3, 'species': 'PetBaron'}",0,31,9,{'PlayerScore2': 188},4,1,yVXDrUXB2Eqc7Bi9PA4ONNN9cYcMPeFYyJLTSRM3dhoGcuer77p97-KzB8_HJPyIv0UkieiWmDzlMQ,xenon,xaber,1875.6356201171875,96,"[{'name': 'TFT16_Bilgewater', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Brawler', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Defender', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Demacia', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Freljord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT16_Invoker', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'TFT16_Ionia', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Longshot', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT16_Noxus', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Sorcerer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Yordle', 'num_units': 9, 'style': 4, 'tier_current': 4, 'tier_total': 5}, {'name': 'TFT16_Zaun', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT16_Lulu', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT16_Rumble', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT16_Teemo', 'itemNames': ['TFT_Item_RapidFireCannon', 'TFT_Item_MadredsBloodrazor'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Poppy', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Kobuko', 'itemNames': ['TFT_Item_IonicSpark'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT16_Kennen', 'itemNames': ['TFT16_Item_BrawlerEmblemItem', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT16_Fizz', 'itemNames': ['TFT_Item_ForceOfNature', 'TFT_Item_IonicSpark', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Swain', 'itemNames': ['TFT16_Item_YordleEmblemItem'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Ziggs', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_HextechGunblade'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Volibear', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_SteraksGage', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 6, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,True
"{'content_ID': '9d5a36bd-62cd-42c2-82d9-3437b7e65a4d', 'item_ID': 4009, 'skin_ID': 9, 'species': 'PetMiner'}",1,27,9,{'PlayerScore2': 81},7,0,JIByjp0oJk1zzKDopJHvnUsjtXcHvec-B04Kt5l-Tb7rxjzKupQ_R6X1WHHHAqHxTr1RBkE6wmvByQ,Wintermelon,Ella,1630.5662841796875,50,"[{'name': 'TFT16_Bilgewater', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Harvester', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Noxus', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT16_Slayer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Sorcerer', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT16_Vanquisher', 'num_units': 4, 'style': 2, 'tier_current': 3, 'tier_total': 4}, {'name': 'TFT16_Void', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 4}]","[{'character_id': 'TFT16_Sion', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_RekSai', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_ChoGath', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Gangplank', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT16_Ambessa', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_Deathblade', 'TFT_Item_SteraksGage'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_BelVeth', 'itemNames': ['TFT_Item_RunaansHurricane', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_RiftHerald', 'itemNames': ['TFT_Item_RedBuff', 'TFT_Item_GiantsBelt'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Swain', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Fiddlesticks', 'itemNames': ['TFT_Item_NeedlesslyLargeRod'], 'name': '', 'rarity': 6, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,False
"{'content_ID': '15b96a16-7637-4627-b239-6d747bfe8e8f', 'item_ID': 26021, 'skin_ID': 21, 'species': 'PetUmbra'}",21,26,9,{'PlayerScore2': 78},8,0,YmH2aZ8ymiYGK2wiwAlXIcnO_eNaG8lWvvCwr_C4zIZ1SqExGqhxcLaygmvBGUEkO6lufdGS_fD22A,schwarze katze,ph2,1565.7413330078125,44,"[{'name': 'TFT16_Blacksmith', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Defender', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Ionia', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_KindredUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Noxus', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT16_Rapidfire', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT16_ShyvanaUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Sorcerer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_SylasTrait', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Targon', 'num_units': 1, 'style': 4, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT16_Draven', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT16_Darius', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT16_Taric', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT16_Yunara', 'itemNames': ['TFT_Item_LastWhisper', 'TFT_Item_UnstableConcoction', 'TFT_Item_Quicksilver'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Swain', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Ornn', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Kindred', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Shyvana', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_Deathblade', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Sylas', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_Morellonomicon'], 'name': '', 'rarity': 7, 'tier': 2}, {'character_id': 'tft16_atakhan', 'itemNames': [], 'name': '', 'rarity': 9, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,False
"{'content_ID': '7c2233de-42b6-4048-88cc-12dd0c2fb64a', 'item_ID': 129002, 'skin_ID': 2, 'species': 'PetStyleTwoDarius'}",4,34,8,{'PlayerScore2': 205},3,0,Ks-McCCrcucXEcq_tuQcpBjAt8z97ULVM_hM370DmrkMdbCDFsvV6DEiV79kancyzb6xCp0us7f2LA,Ploy,000,2044.0185546875,106,"[{'name': 'TFT16_Chronokeeper', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Defender', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Demacia', 'num_units': 7, 'style': 4, 'tier_current': 3, 'tier_total': 4}, {'name': 'TFT16_Heroic', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Invoker', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'TFT16_Ionia', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Noxus', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Sorcerer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Targon', 'num_units': 1, 'style': 4, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Warden', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Yordle', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 5}]","[{'character_id': 'TFT16_JarvanIV', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_BlueBuff'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT16_Sona', 'itemNames': ['TFT_Item_ArchangelsStaff', 'TFT_Item_ArchangelsStaff', 'TFT_Item_HextechGunblade'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT16_XinZhao', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Poppy', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Taric', 'itemNames': ['TFT_Item_InfinityEdge', 'TFT_Item_Quicksilver', 'TFT_Item_ForceOfNature'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT16_Garen', 'itemNames': ['TFT_Item_RedBuff', 'TFT_Item_FrozenHeart', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Lux', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_Leviathan', 'TFT_Item_StatikkShiv'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Swain', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_GuardianAngel', 'TFT_Item_Redemption'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Zilean', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_PowerGauntlet', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Galio', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,True
"{'content_ID': '99f7e111-71e9-458b-a3b8-1a3e57c075fb', 'item_ID': 6034, 'skin_ID': 34, 'species': 'PetPenguKnight'}",1,28,8,{'PlayerScore2': 85},5,0,7TXvpfI6cglv2b9iSwo8Pd_Ia7rC-sFQg5ItWyvxY5nx-EC8-rU0_qXK1gFGmJAKQutgLjGkoGzy6w,Sayonara Bro,Mayo,1707.141357421875,76,"[{'name': 'TFT16_AatroxUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_DarkinWeapon', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_KaisaUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_KindredUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Longshot', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Noxus', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT16_Rapidfire', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_ShyvanaUnique', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Slayer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT16_Sorcerer', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT16_Vanquisher', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT16_Void', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT16_Sion', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT16_Ambessa', 'itemNames': ['TFT_Item_Bloodthirster', 'TFT_Item_UnstableConcoction', 'TFT_Item_SteraksGage'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_BelVeth', 'itemNames': ['TFT_Item_MadredsBloodrazor', 'TFT_Item_Quicksilver', 'TFT5_Item_RunaansHurricaneRadiant'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_RiftHerald', 'itemNames': ['TFT_Item_SpectralGauntlet', 'TFT_Item_RedBuff', 'TFT_Item_FrozenHeart'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Kaisa', 'itemNames': ['TFT_Item_TacticiansRing'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT16_Swain', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT16_Kindred', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Shyvana', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Aatrox', 'itemNames': ['TFT_Item_ChainVest'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'tft16_atakhan', 'itemNames': [], 'name': '', 'rarity': 9, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,False
"{'content_ID': '5601b81d-dfe2-40d7-81c5-4795ac9f6f3f', 'item_ID': 91002, 'skin_ID': 2, 'species': 'PetChibiOrianna'}",1,38,9,{'PlayerScore2': 223},2,1,bXx9EZZKXl9pOZ2akrGP-4PJKBwweFK3r4yoKf8KrrUiOcJzSPaZWKjC6sxAMTJQXBZaX1jNWp7iDA,Mbapbest,1635,2230.246337890625,196,"[{'name': 'TFT16_Gunslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'TFT16_Harvester', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Soulbound', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT16_Vanquisher', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT16_Fiddlesticks', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT16_Fiddlesticks', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Fiddlesticks', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Lucian', 'itemNames': ['TFT_Item_LastWhisper', 'TFT_Item_BlueBuff', 'TFT_Item_Deathblade'], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT16_Lucian', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT16_Lucian', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT16_Lucian', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",False,SG2_133897261,1770577063014,2240.96337890625,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,16,standard,1100,,True
"{'content_ID': 'd6849cfc-48fc-4b7b-b99b-6f1971635a68', 'item_ID': 100002, 'skin_ID': 2, 'species': 'PetChibiCaitlyn'}",3,33,8,{'PlayerScore2': 204},4,2,89MQSqgfI5FNhkzn8SxpUYlSRGopczf6ttBLAjvRSmeDOEF0Vzpv5ADyKdFC05hWs2O-dlpLlScKlw,Jaku,BKK,2042.5635986328125,127,"[{'name': 'TFT4_Adept', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT4_Assassin', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'TFT4_Cultist', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT4_Divine', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT4_Enlightened', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT4_Mystic', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT4_Ninja', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'TFT4_Slayer', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT4_Spirit', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT4_Syphoner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT4b_Diana', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT4_Janna', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT4_Pyke', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT4_Irelia', 'itemNames': ['TFT_Item_Redemption', 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT4_Yuumi', 'itemNames': ['TFT_Item_TearOfTheGoddess'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT4_Shen', 'itemNames': ['TFT_Item_SpectralGauntlet', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT4b_Morgana', 'itemNames': ['TFT5_Item_RabadonsDeathcapRadiant', 'TFT_Item_StatikkShiv', 'TFT_Item_Morellonomicon'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT4_Talon', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_InfinityEdge', 'TFT_Item_GuardianAngel'], 'name': '', 'rarity': 4, 'tier': 2}]",False,SG2_133864236,1770567525869,2114.362060546875,Linux Version 16.3.744.7656 (Feb 06 2026/10:38:53) [PUBLIC] <Releases/16.3>,4,standard,6110,"{'337c74fe-2b61-4d1b-b893-34946f2d3e62': 135, '86ad30a0-34db-4792-aa56-fedbb7d6629b': 280, '9984bb9d-8ce2-4675-a1f9-91926d3a236a': 450, 'EventSkill_DemotionProtection': 0, 'EventSkill_PlacementDelta': 400, 'bb71e7f7-3646-467d-9733-7430e5d42d6a': 105}",True
